s u ET CVT
0.005011872336272725 0.005011872336272725 716.368300224326 35.66118002827015
0.005011872336272725 0.006309573444801936 634.1104729141191 32.94506897923591
0.005011872336272725 0.00794328234724282 561.7863219204052 30.49196288113209
0.005011872336272725 0.010000000000000005 498.1632526327285 28.287006697995473
0.005011872336272725 0.012589254117941675 442.14059904604613 26.311475108900947
0.005011872336272725 0.01584893192461114 392.750653235273 24.5445620732152
0.005011872336272725 0.01995262314968881 349.1507648152492 22.965008079814233
0.005011872336272725 0.025118864315095808 310.6109290741942 21.552281125479617
0.005011872336272725 0.03162277660168379 276.49996813332854 20.287276961103952
0.005011872336272725 0.039810717055349734 246.2721178410681 19.152638874825644
0.005011872336272725 0.05011872336272725 219.45488130387574 18.132827325637084
0.005011872336272725 0.06309573444801933 195.63843030447447 17.214047260864582
0.005011872336272725 0.07943282347242818 174.46653507839994 16.384107057409455
0.005011872336272725 0.1 155.6288727614159 15.632251933884838
0.005011872336272725 0.12589254117941676 138.85452621299854 14.948995175946402
0.005011872336272725 0.15848931924611134 123.90648873665658 14.325958921113799
0.005011872336272725 0.19952623149688797 110.57701046018836 13.755727956875425
0.005011872336272725 0.25118864315095807 98.68364702575525 13.231718245176785
0.005011872336272725 0.31622776601683794 88.0658944626885 12.748058765996356
0.005011872336272725 0.3981071705534973 78.58231461488572 12.299485736093265
0.005011872336272725 0.5011872336272722 70.10807229171236 11.881246601480171
0.006309573444801936 0.005011872336272725 686.3791875011127 36.37367322581723
0.006309573444801936 0.006309573444801936 604.3409629789483 33.57934563977301
0.006309573444801936 0.00794328234724282 532.6625924796393 31.035737667935926
0.006309573444801936 0.010000000000000005 470.03207991747274 28.736201893821743
0.006309573444801936 0.012589254117941675 415.26329684580446 26.668672595222684
0.006309573444801936 0.01584893192461114 367.3071677347744 24.816797473918268
0.006309573444801936 0.01995262314968881 325.24994351116493 23.161656169159674
0.006309573444801936 0.025118864315095808 288.30336455385 21.683441401767713
0.006309573444801936 0.03162277660168379 255.79090569367796 20.362741415180317
0.006309573444801936 0.039810717055349734 227.13304030626944 19.181340080607097
0.006309573444801936 0.05011872336272725 201.83321858328603 18.12261215235378
0.006309573444801936 0.06309573444801933 179.4653399625057 17.17164275994214
0.006309573444801936 0.07943282347242818 159.6629428874376 16.31518484541011
0.006309573444801936 0.1 142.1100490704474 15.541533919634837
0.006309573444801936 0.12589254117941676 126.53347973869182 14.840369459668471
0.006309573444801936 0.15848931924611134 112.69642965606155 14.20259034787821
0.006309573444801936 0.19952623149688797 100.39309374300942 13.620155729979283
0.006309573444801936 0.25118864315095807 89.44416653460353 13.08593930229963
0.006309573444801936 0.31622776601683794 79.6930623636313 12.593596525792018
0.006309573444801936 0.3981071705534973 71.0027308779471 12.137444660607853
0.006309573444801936 0.5011872336272722 63.25296519400931 11.712354426299347
0.00794328234724282 0.005011872336272725 661.6855207681803 37.17022589272171
0.00794328234724282 0.006309573444801936 579.4171716177959 34.33099940239395
0.00794328234724282 0.00794328234724282 507.9217942952756 31.719053386150378
0.00794328234724282 0.010000000000000005 445.8369842281208 29.335583937755096
0.00794328234724282 0.012589254117941675 391.90889890447875 27.17691605664713
0.00794328234724282 0.01584893192461114 345.01494230941455 25.233914997167233
0.00794328234724282 0.01995262314968881 304.17115985522406 23.492795639777444
0.00794328234724282 0.025118864315095808 268.5280113015905 21.93671847853349
0.00794328234724282 0.03162277660168379 237.3589745432754 20.547493237237617
0.00794328234724282 0.039810717055349734 210.04587687658244 19.306950921279036
0.00794328234724282 0.05011872336272725 186.0636741771749 18.197842236383
0.00794328234724282 0.06309573444801933 164.96622631562857 17.20431361517367
0.00794328234724282 0.07943282347242818 146.37375099452123 16.312083246331945
0.00794328234724282 0.1 129.9621143882717 15.508434448463372
0.00794328234724282 0.12589254117941676 115.45385204381681 14.782112768544295
0.00794328234724282 0.15848931924611134 102.61070709488739 14.123180018597472
0.00794328234724282 0.19952623149688797 91.22745063654432 13.522856447408119
0.00794328234724282 0.25118864315095807 81.1267645161316 12.973365505457597
0.00794328234724282 0.31622776601683794 72.15499639923814 12.467788901806532
0.00794328234724282 0.3981071705534973 64.17862824743614 11.99993282591739
0.00794328234724282 0.5011872336272722 57.08132829965673 11.564205769757056
0.010000000000000005 0.005011872336272725 641.8977877211343 37.979219813536915
0.010000000000000005 0.006309573444801936 559.0561050427012 35.137707724995984
0.010000000000000005 0.00794328234724282 487.35162911124746 32.493604268847584
0.010000000000000005 0.010000000000000005 425.4061663113134 30.052152707782263
0.010000000000000005 0.012589254117941675 371.9249427438408 27.816905756353574
0.010000000000000005 0.01584893192461114 325.72863622957317 25.787135296256405
0.010000000000000005 0.01995262314968881 285.7708024569263 23.956721327295664
0.010000000000000005 0.025118864315095808 251.14181434724983 22.314582606944978
